Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_Final3rd,Carries_CPA,Carries_Mis,Carries_Dis,Rec_Targ,Rec,Rec%,Rec_Prog
456,Matt Targett,eng ENG,DF,Aston Villa,26-160,1995,15.9,965,62,289,423,291,17,818,1,5,20,1,0,508,1905,1096,36,11,3,8,6,586,526,89.8,31
457,James Tarkowski,eng ENG,DF,Burnley,29-098,1992,21,927,191,478,411,69,42,917,3,5,60,3,0,343,1668,783,14,3,0,9,3,441,403,91.4,6
458,Nuno Tavares,pt POR,DF,Arsenal,22-030,2000,7,503,25,154,206,182,29,448,16,28,57.1,16,0,341,1785,1091,54,19,8,7,7,335,314,93.7,22
459,Charlie Taylor,eng ENG,DF,Burnley,28-160,1993,16,962,93,335,422,269,6,801,15,30,50,18,0,463,3250,1366,62,27,0,9,11,450,429,95.3,14
460,Nathan Tella,eng ENG,MFFW,Southampton,22-235,1999,6.5,256,7,42,115,123,19,249,11,27,40.7,13,1,182,1066,608,25,11,5,28,18,238,148,62.2,28
461,Alex Telles,br BRA,DF,Manchester Utd,29-072,1992,8.3,640,26,179,285,211,10,536,2,8,25,2,0,343,1431,804,31,19,0,2,6,404,369,91.3,21
462,Luke Thomas,eng ENG,DF,Leicester City,20-260,2001,14.2,976,62,341,455,230,13,821,11,22,50,14,0,547,2191,1195,46,21,2,19,16,577,545,94.5,18
463,Dominic Thompson,eng ENG,DF,Brentford,21-214,2000,1.6,56,8,32,16,11,2,54,0,1,0,0,0,32,97,42,0,0,0,2,0,35,29,82.9,0
464,Youri Tielemans,be BEL,MF,Leicester City,24-294,1997,17.3,1246,64,298,693,318,28,1174,11,16,68.8,11,0,808,2828,1696,72,27,4,15,19,961,888,92.4,43
465,Kieran Tierney,sct SCO,DF,Arsenal,24-265,1997,17.3,1068,50,261,485,399,43,917,6,20,30,8,1,651,3270,2044,98,32,9,11,5,708,652,92.1,53
466,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23-112,1998,15.4,1082,60,344,536,261,17,942,6,11,54.5,6,0,569,2568,1434,56,22,2,18,14,654,597,91.3,23
467,James Tomkins,eng ENG,DF,Crystal Palace,32-333,1989,6.1,363,90,254,109,9,8,343,2,2,100,2,0,204,895,383,8,0,0,1,0,243,237,97.5,1
468,Ivan Toney,eng ENG,FW,Brentford,25-346,1996,21,782,37,111,367,337,90,764,13,26,50,13,2,416,1595,771,35,11,4,58,40,1085,543,50,134
469,Ferrán Torres,es ESP,FW,Manchester City,21-361,2000,3.4,104,0,5,30,71,28,99,4,5,80,4,0,72,283,93,2,0,2,4,4,125,78,62.4,29
470,Cenk Tosun,tr TUR,FW,Everton,30-263,1991,0.1,3,0,0,3,0,0,3,0,0,,0,0,2,13,0,0,0,0,1,0,5,2,40,0
471,Andros Townsend,eng ENG,MF,Everton,30-224,1991,16,708,14,129,297,347,30,656,24,43,55.8,26,0,489,2793,1478,69,25,8,32,31,592,427,72.1,65
472,Adama Traoré,es ESP,FW,Wolves,26-031,1996,11.9,497,5,57,232,279,56,495,62,85,72.9,64,1,478,3606,2272,97,31,29,37,35,631,394,62.4,73
473,Bertrand Traoré,bf BFA,MFFW,Aston Villa,26-172,1995,1.7,88,0,4,47,45,10,86,10,21,47.6,12,4,80,457,184,12,2,4,7,1,103,67,65,14
474,Trézéguet,eg EGY,FW,Aston Villa,27-147,1994,0.1,9,0,0,5,4,1,9,1,1,100,1,0,9,30,12,1,0,0,2,0,13,9,69.2,3
475,Francisco Trincão,pt POR,FWMF,Wolves,22-058,1999,11.2,509,2,65,241,258,35,491,28,62,45.2,35,12,379,2036,1215,54,20,7,22,20,513,350,68.2,76
476,Kieran Trippier,eng ENG,DF,Newcastle Utd,31-159,1990,3.5,250,16,77,108,73,0,183,0,1,0,0,0,104,307,164,6,2,0,1,3,98,94,95.9,3
477,William Troost-Ekong,ng NGA,DF,Watford,28-177,1993,15.3,704,150,466,259,16,4,689,1,2,50,1,0,357,2199,1377,22,2,0,0,0,417,410,98.3,2
478,Leandro Trossard,be BEL,FWMF,Brighton,27-083,1994,20.4,1009,9,117,394,563,111,972,40,54,74.1,41,1,767,4308,2271,119,29,27,45,61,975,756,77.5,135
479,Kostas Tsimikas,gr GRE,DF,Liverpool,25-289,1996,7.4,571,27,135,211,266,25,474,7,13,53.8,7,2,344,1898,1030,61,23,6,4,9,370,337,91.1,42
480,Axel Tuanzebe,eng ENG,DF,Aston Villa,24-103,1997,5.6,263,41,161,112,7,3,257,0,0,,0,0,155,908,419,4,0,0,2,0,179,172,96.1,1
481,Ozan Tufan,tr TUR,MF,Watford,26-339,1995,3.7,151,5,26,87,50,9,141,2,3,66.7,2,0,82,465,194,7,4,1,5,5,125,88,70.4,14
482,Christos Tzolis,gr GRE,FWMF,Norwich City,20-026,2002,3.4,124,3,19,52,60,17,123,0,3,0,0,0,94,568,376,20,6,7,8,4,133,94,70.7,25
483,Yan Valery,fr FRA,DF,Southampton,23-003,1999,1,35,6,10,21,6,0,35,0,0,,0,0,21,120,54,3,1,0,1,0,17,17,100,0
484,Raphaël Varane,fr FRA,DF,Manchester Utd,28-306,1993,13.3,869,110,429,472,31,12,840,2,5,40,2,1,533,3689,1949,42,6,0,2,1,587,573,97.6,0
485,Jamie Vardy,eng ENG,FW,Leicester City,35-045,1987,14.7,292,11,23,126,164,72,266,8,13,61.5,9,0,160,1058,662,37,10,17,16,8,507,204,40.2,85
486,Joël Veltman,nl NED,DF,Brighton,30-041,1992,19.1,1377,108,510,636,312,18,1200,12,23,52.2,13,1,785,3776,1644,55,13,1,12,9,833,793,95.2,12
487,Jannik Vestergaard,dk DEN,DF,Leicester City,29-206,1992,6.3,439,97,267,179,8,3,429,3,3,100,3,0,284,1284,565,8,3,0,1,0,303,291,96,0
488,Nikola Vlašić,hr CRO,FWMF,West Ham,24-144,1997,4.3,205,1,27,100,95,23,204,6,9,66.7,7,1,163,908,499,23,8,5,5,12,197,142,72.1,32
489,Matěj Vydra,cz CZE,FW,Burnley,29-300,1992,5,133,7,13,38,87,28,133,5,8,62.5,5,0,74,227,92,5,1,0,16,8,244,102,41.8,38
490,Theo Walcott,eng ENG,MFFW,Southampton,32-346,1989,4.2,130,3,27,46,63,18,129,1,2,50,1,0,78,363,153,8,3,2,9,3,137,85,62,22
491,Kyle Walker,eng ENG,DF,Manchester City,31-273,1990,15.5,1437,34,274,923,328,17,1319,5,9,55.6,6,0,1053,4412,1901,74,33,4,9,4,1151,1104,95.9,21
492,Kyle Walker-Peters,eng ENG,DF,Southampton,24-318,1997,17,1004,55,254,490,344,51,862,27,43,62.8,27,0,653,4311,2741,140,44,24,19,23,633,575,90.8,49
493,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24-091,1997,15.9,1078,65,373,495,286,17,937,28,43,65.1,28,4,687,3265,1919,75,27,4,8,20,717,646,90.1,28
494,Joel Ward,eng ENG,DF,Crystal Palace,32-119,1989,23,1700,118,657,810,318,9,1442,12,20,60,13,0,977,4567,2409,77,25,1,9,18,1028,991,96.4,10
495,James Ward-Prowse,eng ENG,MF,Southampton,27-116,1994,22.7,1519,60,284,835,462,18,1304,13,18,72.2,13,0,834,3007,1358,61,18,2,10,24,930,859,92.4,28
496,Ollie Watkins,eng ENG,FW,Aston Villa,26-057,1995,19.2,700,17,43,315,382,108,681,19,39,48.7,20,0,442,2007,1157,73,21,23,43,52,922,524,56.8,161
497,Adam Webster,eng ENG,DF,Brighton,27-052,1995,13,1124,101,569,558,104,11,1099,7,8,87.5,7,1,742,4475,2868,71,22,2,3,5,808,798,98.8,2
498,Wout Weghorst,nl NED,FW,Burnley,29-202,1992,4.8,198,9,24,95,83,16,198,7,10,70,7,1,108,343,133,6,0,2,16,13,256,137,53.5,36
499,Danny Welbeck,eng ENG,FWMF,Brighton,31-091,1990,6.2,177,6,16,65,107,30,176,4,10,40,5,0,115,501,262,17,4,5,21,16,235,131,55.7,41
500,Timo Werner,de GER,FW,Chelsea,25-356,1996,6.4,232,1,19,88,145,56,226,5,17,29.4,7,1,182,1104,645,30,6,14,17,9,302,175,57.9,53
501,Ashley Westwood,eng ENG,MF,Burnley,31-330,1990,18.8,1042,42,200,614,270,15,933,8,15,53.3,8,0,581,2291,1093,27,14,1,15,10,692,627,90.6,18
502,Ben White,eng ENG,DF,Arsenal,24-140,1997,22,1358,165,649,718,92,13,1316,6,15,40,7,2,897,5066,2867,62,15,2,6,10,912,901,98.8,2
503,Brandon Williams,eng ENG,DF,Norwich City,21-175,2000,17.6,1065,95,403,482,267,25,921,13,28,46.4,15,0,619,3497,2022,68,29,6,22,21,620,574,92.6,26
504,Neco Williams,wls WAL,DF,Liverpool,20-318,2001,0.1,8,0,2,2,4,1,7,2,2,100,2,0,8,34,22,2,0,1,0,0,7,7,100,2
505,Joe Willock,eng ENG,MF,Newcastle Utd,22-189,1999,15.6,584,21,158,275,207,40,572,22,52,42.3,29,4,421,2686,1500,60,22,10,16,26,408,329,80.6,33
506,Callum Wilson,eng ENG,FW,Newcastle Utd,29-363,1992,13.2,317,13,37,138,164,56,300,14,23,60.9,16,0,183,648,355,19,7,11,51,26,559,218,39,46
507,Harry Winks,eng ENG,MF,Tottenham,26-023,1996,8.3,625,19,128,388,144,4,599,5,11,45.5,6,0,439,2132,912,38,11,1,4,9,488,474,97.1,10
508,Yoane Wissa,cd COD,FW,Brentford,25-175,1996,7.6,210,7,34,91,97,22,208,7,7,100,7,2,127,624,324,22,6,2,14,9,291,143,49.1,45
509,Chris Wood,nz NZL,FW,Newcastle Utd,30-080,1991,5,174,1,10,94,74,21,173,3,6,50,3,0,72,219,91,5,3,0,19,4,223,144,64.6,28
510,Chris Wood,nz NZL,FW,Burnley,30-080,1991,15.2,453,12,28,202,235,51,445,5,9,55.6,5,0,195,639,257,17,6,2,51,15,783,356,45.5,90
511,Freddie Woodman,eng ENG,GK,Newcastle Utd,24-358,1997,4,128,123,128,0,0,0,79,0,0,,0,0,54,350,215,0,0,0,0,0,49,49,100,0
512,Granit Xhaka,ch SUI,MF,Arsenal,29-151,1992,12.2,762,30,143,463,192,25,741,10,13,76.9,10,0,480,2319,1222,61,12,2,10,8,568,531,93.5,34
513,Andriy Yarmolenko,ua UKR,FWMF,West Ham,32-125,1989,1.1,69,1,9,22,42,10,69,1,4,25,3,0,48,317,180,8,3,4,1,3,72,55,76.4,12
514,Ashley Young,eng ENG,DFFW,Aston Villa,36-231,1985,8.6,409,20,100,192,143,14,363,6,10,60,7,1,245,1152,730,30,8,4,9,5,314,262,83.4,29
515,Wilfried Zaha,ci CIV,FW,Crystal Palace,29-107,1992,19.5,1022,9,99,495,528,94,1004,47,99,47.5,50,7,869,4278,2535,151,52,34,77,96,1122,775,69.1,155
516,Oleksandr Zinchenko,ua UKR,DF,Manchester City,25-072,1996,6.6,643,11,101,352,233,8,594,2,4,50,2,0,470,2175,1179,63,26,2,5,2,506,489,96.6,13
517,Hakim Ziyech,ma MAR,FWMF,Chelsea,28-343,1993,9.7,603,8,54,245,334,49,576,23,38,60.5,24,5,478,2175,1065,61,19,14,17,27,523,428,81.8,83
518,Kurt Zouma,fr FRA,DF,West Ham,27-121,1994,13.8,683,135,376,316,28,12,666,2,3,66.7,3,1,367,1996,1047,20,4,0,4,0,404,395,97.8,3
519,Martin Ødegaard,no NOR,MF,Arsenal,23-070,1998,17.3,1059,10,137,539,457,41,980,13,22,59.1,13,0,735,3704,1876,109,36,6,25,30,892,780,87.4,70
